"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"Armenia","Europe & Central Asia","Upper middle income",2021,0.08,12.82,9.49,"Historical Results",163.52,121.1
"Australia","East Asia & Pacific","High income",2021,0.66,525.75,288.22,"Historical Results",812.85,445.61
"Austria","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",228.89,120.66
"Azerbaijan","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",423.06,286.28
"Burundi","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",6131.14,5131.21
"Belgium","Europe & Central Asia","High income",2021,0.7,325.1,149.69,"Historical Results",473.9,218.21
"Benin","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",1744.37,1287.93
"Burkina Faso","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",3675.44,3056.1
"Bangladesh","South Asia","Lower middle income",2021,0,0,0,"Historical Results",12614.64,8845.43
"Bulgaria","Europe & Central Asia","Upper middle income",2021,0.03,16.28,8.99,"Historical Results",553.81,305.86
"Bahrain","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",46.8,30.99
"Bahamas, The","Latin America & Caribbean","High income",2021,0,0,0,"Historical Results",50.09,36.81
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",183.89,103.07
"Belarus","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",461.95,213.8
"Belize","Latin America & Caribbean","Upper middle income",2021,0.04,3.04,2.97,"Historical Results",77.6,75.72
"Bolivia","Latin America & Caribbean","Lower middle income",2021,0.36,1082.58,829.46,"Historical Results",3068.53,2351.08
"Brazil","Latin America & Caribbean","Upper middle income",2021,0.67,12731.07,7727.02,"Historical Results",19389.39,11768.23
"Barbados","Latin America & Caribbean","High income",2021,0.28,8.66,5.9,"Historical Results",31.55,21.48
"Brunei Darussalam","East Asia & Pacific","High income",2021,0.89,37.66,12.37,"Historical Results",43.18,14.18
"Bhutan","South Asia","Lower middle income",2021,0.88,63.18,42.34,"Historical Results",73.26,49.1
"Botswana","Sub-Saharan Africa","Upper middle income",2021,0.22,176.06,123.34,"Historical Results",816.6,572.09
"Central African Republic","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",982.23,808.34
"Canada","North America","High income",2021,0.87,875.88,508.05,"Historical Results",1027.3,595.88
"Switzerland","Europe & Central Asia","High income",2021,0.71,111.36,61.29,"Historical Results",160.05,88.09
"Chile","Latin America & Caribbean","High income",2021,0.57,879.31,608.29,"Historical Results",1574.14,1088.96
"China","East Asia & Pacific","Upper middle income",2021,0,0,0,"Historical Results",68733.45,43758.45
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2021,0.41,3062.98,2385.73,"Historical Results",7623.14,5937.6
"Cameroon","Sub-Saharan Africa","Lower middle income",2021,0.05,383.64,285.25,"Historical Results",7829.42,5821.44
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",30734.41,24678.61
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",1420.38,995.26
"Colombia","Latin America & Caribbean","Upper middle income",2021,0.11,656.34,453.3,"Historical Results",6088.54,4205.03
"Comoros","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",423.5,327.44
"Cabo Verde","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",80.68,72.35
"Costa Rica","Latin America & Caribbean","Upper middle income",2021,0.59,188,170.87,"Historical Results",325.14,295.51
"Cyprus","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",36.02,46.04
"Czech Republic","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",502.4,307.62
"Germany","Europe & Central Asia","High income",2021,0.47,1131.76,576.78,"Historical Results",2457.15,1252.24
"Djibouti","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",105.04,84.17
"Denmark","Europe & Central Asia","High income",2021,0.8,224.6,106.53,"Historical Results",286.48,135.88
"Dominican Republic","Latin America & Caribbean","Upper middle income",2021,0.08,162.49,133.24,"Historical Results",2072.58,1699.48
"Algeria","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",3471.18,2279.31
"Ecuador","Latin America & Caribbean","Upper middle income",2021,0.03,94.82,67.04,"Historical Results",3225.12,2280.34
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",3550.67,2692.5
"Spain","Europe & Central Asia","High income",2021,0.77,955.5,481.19,"Historical Results",1266.23,637.68
"Estonia","Europe & Central Asia","High income",2021,0.57,71.66,25.36,"Historical Results",128.28,45.4
"Ethiopia","Sub-Saharan Africa","Low income",2021,0.75,18740.15,15167.76,"Historical Results",25496.81,20636.41
"Finland","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",133.02,59.17
"Fiji","East Asia & Pacific","Upper middle income",2021,0,0,0,"Historical Results",237.56,195.44
"France","Europe & Central Asia","High income",2021,0.37,1019.06,487.62,"Historical Results",2810.42,1344.78
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2021,0.32,9.11,7.08,"Historical Results",29.05,22.59
"Gabon","Sub-Saharan Africa","Upper middle income",2021,0,0,0,"Historical Results",632.64,389.91
"United Kingdom","Europe & Central Asia","High income",2021,0.59,1584.79,595.43,"Historical Results",2740.89,1029.79
"Georgia","Europe & Central Asia","Upper middle income",2021,0.12,30.08,20.01,"Historical Results",255.75,170.13
"Ghana","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",9293.28,6845.41
"Guinea","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",6611.26,5321.54
"Gambia, The","Sub-Saharan Africa","Low income",2021,0.3,399.99,360.73,"Historical Results",1360.5,1226.96
"Guinea-Bissau","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",759.94,620.1
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2021,0,0,0,"Historical Results",344.59,226.77
"Greece","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",453.67,215.08
"Guatemala","Latin America & Caribbean","Upper middle income",2021,0.15,602.82,435.25,"Historical Results",4100.84,2960.89
"Guyana","Latin America & Caribbean","Upper middle income",2021,0.02,3.54,2.25,"Historical Results",180.47,114.57
"Honduras","Latin America & Caribbean","Lower middle income",2021,0.53,873.82,599.72,"Historical Results",1682.37,1154.64
"Croatia","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",198.56,100.18
"Haiti","Latin America & Caribbean","Lower middle income",2021,0,0,0,"Historical Results",1702.28,1416.11
"Hungary","Europe & Central Asia","High income",2021,0.82,539.19,230.98,"Historical Results",670.97,287.44
"Indonesia","East Asia & Pacific","Lower middle income",2021,0.05,2485.93,1782.61,"Historical Results",50733.26,36379.74
"India","South Asia","Lower middle income",2021,0,0,0,"Historical Results",216595.56,156682.45
"Ireland","Europe & Central Asia","High income",2021,0.71,222.01,96.63,"Historical Results",319.07,138.87
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",2125.2,1782.51
"Iraq","Middle East & North Africa","Upper middle income",2021,0,0,0,"Historical Results",968.94,751.21
"Iceland","Europe & Central Asia","High income",2021,0.9,11.7,7.37,"Historical Results",13.27,8.35
"Israel","Middle East & North Africa","High income",2021,0.55,205.12,143.27,"Historical Results",380.55,265.8
"Italy","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",1609.26,616.5
"Jamaica","Latin America & Caribbean","Upper middle income",2021,0.02,8.94,6.56,"Historical Results",456.31,334.45
"Jordan","Middle East & North Africa","Upper middle income",2021,0,0,0,"Historical Results",422.16,339.09
"Japan","East Asia & Pacific","High income",2021,0,0,0,"Historical Results",6292.98,2335.01
"Kazakhstan","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",2286.12,1202.62
"Kenya","Sub-Saharan Africa","Lower middle income",2021,0.44,7379.31,5219.89,"Historical Results",17113.43,12105.51
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2021,0,0,0,"Historical Results",895.56,627.09
"Cambodia","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",2092.11,1501.32
"Kiribati","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",40.65,33.59
"Korea, Rep.","East Asia & Pacific","High income",2021,0,0,0,"Historical Results",1757.69,965.14
"Kuwait","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",80.18,59.37
"Lao PDR","East Asia & Pacific","Lower middle income",2021,0.42,335.14,230.63,"Historical Results",814.24,560.33
"Lebanon","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",227.69,164.06
"Liberia","Sub-Saharan Africa","Low income",2021,0.3,670.56,554,"Historical Results",2280.82,1884.35
"Libya","Middle East & North Africa","Upper middle income",2021,0,0,0,"Historical Results",507.56,396.28
"St. Lucia","Latin America & Caribbean","Upper middle income",2021,0.62,14.27,11.38,"Historical Results",23.48,18.74
"Sri Lanka","South Asia","Lower middle income",2021,0.46,787.72,488.32,"Historical Results",1747.39,1083.24
"Lesotho","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",802.38,595.12
"Lithuania","Europe & Central Asia","High income",2021,0.66,125.92,61.02,"Historical Results",194.68,94.34
"Luxembourg","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",19.58,10.56
"Latvia","Europe & Central Asia","High income",2021,0.42,59.87,32.73,"Historical Results",145.46,79.51
"Morocco","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",3547.27,2241.23
"Moldova","Europe & Central Asia","Upper middle income",2021,0.35,90.74,55.96,"Historical Results",264.54,163.14
"Madagascar","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",11686.65,9069.52
"Maldives","South Asia","Upper middle income",2021,0.41,32.24,22.02,"Historical Results",80.23,54.8
"Mexico","Latin America & Caribbean","Upper middle income",2021,0.01,129.47,74.42,"Historical Results",13211.18,7594.11
"Marshall Islands","East Asia & Pacific","Upper middle income",2021,0.27,4.4,3.57,"Historical Results",16.63,13.5
"North Macedonia","Europe & Central Asia","Upper middle income",2021,0.21,14.13,9.39,"Historical Results",68.66,45.63
"Mali","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",7116.39,5828.13
"Malta","Middle East & North Africa","High income",2021,0.99,8.15,6.24,"Historical Results",8.4,6.43
"Myanmar","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",9210.45,6860.85
"Montenegro","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",75.68,46.53
"Mongolia","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",529.97,485.99
"Mozambique","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",14680.69,12148.09
"Mauritania","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",1195.82,908.47
"Mauritius","Sub-Saharan Africa","Upper middle income",2021,0.55,60.62,42.73,"Historical Results",112.46,79.27
"Malawi","Sub-Saharan Africa","Low income",2021,0.12,1492.8,1224.63,"Historical Results",12693.87,10413.5
"Malaysia","East Asia & Pacific","Upper middle income",2021,0.14,358.01,298.47,"Historical Results",2609.43,2175.46
"Namibia","Sub-Saharan Africa","Upper middle income",2021,0,0,0,"Historical Results",998.09,718.53
"Niger","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",2552.6,2193.09
"Nigeria","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",29984.07,23293.9
"Nicaragua","Latin America & Caribbean","Lower middle income",2021,0,0,0,"Historical Results",1392.45,949.35
"Netherlands","Europe & Central Asia","High income",2021,0.66,339.27,147.24,"Historical Results",524.53,227.64
"Norway","Europe & Central Asia","High income",2021,0.93,270.43,106.41,"Historical Results",296.72,116.75
"Nepal","South Asia","Lower middle income",2021,0,0,0,"Historical Results",6341.53,4986.81
"New Zealand","East Asia & Pacific","High income",2021,0.48,79.26,50.46,"Historical Results",168.5,107.28
"Oman","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",229.07,176.13
"Pakistan","South Asia","Lower middle income",2021,0,0,0,"Historical Results",10992.75,7662.42
"Panama","Latin America & Caribbean","High income",2021,0,0,0,"Historical Results",516.51,370.42
"Peru","Latin America & Caribbean","Upper middle income",2021,0.53,3628.71,2618.06,"Historical Results",6986.35,5040.55
"Philippines","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",16326.22,11765.64
"Papua New Guinea","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",2318.5,1771.16
"Poland","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",2449.3,1524.75
"Portugal","Europe & Central Asia","High income",2021,0.76,359.87,181.45,"Historical Results",483.17,243.62
"Paraguay","Latin America & Caribbean","Upper middle income",2021,0.17,347.4,257.98,"Historical Results",2085.22,1548.52
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2021,0,0,0,"Historical Results",549.44,420.02
"Qatar","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",48.86,54.29
"Romania","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",2004.62,1199.13
"Russian Federation","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",8882.1,4669.76
"Rwanda","Sub-Saharan Africa","Low income",2021,0.73,2936.12,2361.21,"Historical Results",4104.17,3300.54
"Saudi Arabia","Middle East & North Africa","High income",2021,0,0,0,"Historical Results",962.52,681.54
"Sudan","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",4143.16,3232.19
"Senegal","Sub-Saharan Africa","Lower middle income",2021,0.21,1482.2,1174.56,"Historical Results",7202.13,5707.29
"Singapore","East Asia & Pacific","High income",2021,0,0,0,"Historical Results",218.29,162.7
"Solomon Islands","East Asia & Pacific","Lower middle income",2021,0,0,0,"Historical Results",208.74,150.44
"Sierra Leone","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",1464.07,1191.65
"El Salvador","Latin America & Caribbean","Lower middle income",2021,0.24,204.03,158.18,"Historical Results",867.48,672.51
"Somalia","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",3854.9,3256.87
"Serbia","Europe & Central Asia","Upper middle income",2021,0,0,0,"Historical Results",721.26,418.64
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",109.9,105.46
"Suriname","Latin America & Caribbean","Upper middle income",2021,0.02,2.05,1.45,"Historical Results",104.59,73.81
"Slovak Republic","Europe & Central Asia","High income",2021,0,0,0,"Historical Results",417.01,211.25
"Slovenia","Europe & Central Asia","High income",2021,0.5,30.24,20.29,"Historical Results",61.72,41.41
"Sweden","Europe & Central Asia","High income",2021,0.83,403.97,175.99,"Historical Results",496.64,216.36
"Eswatini","Sub-Saharan Africa","Lower middle income",2021,0,0,0,"Historical Results",913.33,663.23
"Chad","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",2766.06,2327.64
"Togo","Sub-Saharan Africa","Low income",2021,0,0,0,"Historical Results",1743.74,1382.38
"Thailand","East Asia & Pacific","Upper middle income",2021,0,0,0,"Historical Results",7136.71,4718.93
"Tajikistan","Europe & Central Asia","Lower middle income",2021,0,0,0,"Historical Results",802.74,605.85
"Turkmenistan","Europe & Central Asia","Upper middle income",2021,0.99,658.6,442.03,"Historical Results",678.83,455.61
